"Plate_number"	"Sample_name"	"Replicate"	"Sample_type"	"Treatment"	"Blanking_group"	"Dilution_factor"	"Standard_group"	"Ave_abs_blanked"	"StdDev_abs_blanked"	"Ave_concentration"	"StdDev_concentration"	"Concentration_units"
1	"t3_1"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.06065	0.00120208152801714	88.355976741371	1.75121331460369	"uM"
1	"t3_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07165	0.00197989898732234	104.380968400977	2.88435134170019	"uM"
1	"t3_10"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.0413	0.000707106781186548	60.1665595947011	1.03012547917864	"uM"
1	"t3_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07015	0.0014142135623731	102.195742265576	2.06025095835727	"uM"
1	"t3_11"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.02515	0.00120208152801713	36.6389582035529	1.75121331460368	"uM"
1	"t3_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0639	7.0710678118647e-05	93.0906333680727	0.103012547917852	"uM"
1	"t3_12"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.03675	0.00106066017177982	53.5380403173188	1.54518821876796	"uM"
1	"t3_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07705	0	112.247782488419	0	"uM"
1	"t3_13"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.0443	0.00197989898732233	64.5370118655026	2.88435134170018	"uM"
1	"t3_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0768	0.00120208152801713	111.883578132519	1.75121331460367	"uM"
1	"t3_14"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.044	0.000424264068711931	64.0999666384225	0.618075287507185	"uM"
1	"t3_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07765	0.00155563491861041	113.12187294258	2.26627605419301	"uM"
1	"t3_15"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.03655	0.000494974746830578	53.2466768325987	0.721087835425038	"uM"
1	"t3_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0748	0.000494974746830578	108.969943285318	0.721087835425038	"uM"
1	"t3_16"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.03935	0.000353553390593274	57.3257656186801	0.515062739589319	"uM"
1	"t3_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07855	0.000282842712474617	114.43300862382	0.412050191671452	"uM"
1	"t3_2"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.0749	0.000424264068711921	109.115625027678	0.618075287507171	"uM"
1	"t3_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.08635	0.000707106781186548	125.796184527904	1.03012547917864	"uM"
1	"t3_3"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.0399	0.00155563491861041	58.1270152016604	2.26627605419301	"uM"
1	"t3_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.06795	0.000282842712474617	98.9907439336547	0.412050191671452	"uM"
1	"t3_4"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.0421	0.00113137084989848	61.3320135335815	1.64820076668582	"uM"
1	"t3_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07925	0.000565685424949235	115.452780820341	0.824100383342904	"uM"
1	"t3_5"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.03685	0.00544472221513641	53.6837220596788	7.93196618967549	"uM"
1	"t3_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0703	0.000636396103067891	102.414264879116	0.927112931260771	"uM"
1	"t3_6"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.0368	0.000141421356237304	53.6108811884988	0.206025095835719	"uM"
1	"t3_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07475	0.00254558441227157	108.897102414138	3.70845172504308	"uM"
1	"t3_7"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.07045	0.00134350288425443	102.632787492656	1.95723841043939	"uM"
1	"t3_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0815	0.00106066017177982	118.730620023442	1.54518821876796	"uM"
1	"t3_8"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.06285	0.00304055915910216	91.5609750732921	4.42953956046814	"uM"
1	"t3_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07615	0.000848528137423852	110.936646807179	1.23615057501436	"uM"
1	"t3_9"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.0424	0.000565685424949235	61.7690587606617	0.824100383342904	"uM"
1	"t3_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0783	0.000777817459305205	114.06880426792	1.1331380270965	"uM"
2	"FeCl2_10k"	1	"Unknown"	"Fe2"	"Fe2"	10909.1	1	0.09805	0.00183847763108502	1429602.00918919	26805.6227970274	"uM"
2	"FeCl2_10k"	1	"Unknown"	"FeTot"	"FeTot"	10909.1	1	0.09535	0.00190918830920368	1390235.10021611	27836.6082892209	"uM"
2	"FeCl2_2k"	1	"Unknown"	"Fe2"	"Fe2"	2181.8	1	0.49225	0.00707106781186548	1435420.98571652	20619.5208300179	"uM"
2	"FeCl2_2k"	1	"Unknown"	"FeTot"	"FeTot"	2181.8	1	0.4919	0.000989949493661136	1434400.37150626	2886.73291620241	"uM"
2	"FeCl2_5k"	1	"Unknown"	"Fe2"	"Fe2"	5454.5	1	0.19905	0.000424264068711941	1451094.70394552	3092.92812450277	"uM"
2	"FeCl2_5k"	1	"Unknown"	"FeTot"	"FeTot"	5454.5	1	0.2007	0.00155563491861041	1463123.37142359	11340.7364565099	"uM"
2	"t4_1"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.0626	0.00601040764008564	91.196770717392	8.7560665730184	"uM"
2	"t4_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07275	0.00148492424049176	105.983467566937	2.16326350627516	"uM"
