WP_012508992.1,L304_S_6D_4_200,77.477,4.92e-64,100.0,187.0
WP_012508987.1,L304_S_6D_4_205,87.395,9.11e-77,100.0,219.0
WP_012508980.1,L304_S_6D_4_212,63.566,1.03e-124,100.0,351.0
WP_012508980.1,L304_S_6D_4_191,40.58,5.4e-44,80.0,152.0
WP_012508989.1,L304_S_6D_4_203,82.556,0.0,100.0,1006.0
WP_012508062.1,L304_S_6D_5_26,87.5,0.0,100.0,1196.0
WP_012508982.1,L304_S_6D_4_210,84.686,0.0,99.0,1000.0
WP_012508993.1,L304_S_6D_4_199,69.178,0.0,96.0,644.0
WP_041526868.1,L304_S_6D_4_206,77.311,1.65e-65,94.0,191.0
WP_012508991.1,L304_S_6D_4_201,82.938,0.0,100.0,724.0
WP_012508990.1,L304_S_6D_4_202,91.365,0.0,100.0,706.0
WP_012508985.1,L304_S_6D_4_207,67.01,2.97e-50,100.0,150.0
WP_012508571.1,L304_S_6D_0_617,90.909,0.0,100.0,1104.0
WP_012508102.1,L304_S_6D_0_640,90.083,0.0,100.0,928.0
WP_012508570.1,L304_S_6D_0_618,82.379,4.83e-147,100.0,405.0
WP_012506869.1,L304_S_6D_4_164,80.465,0.0,100.0,715.0
WP_012506867.1,L304_S_6D_4_162,68.317,4.2e-48,99.0,145.0
WP_012508569.1,L304_S_6D_0_619,75.641,1.54e-87,80.0,251.0
WP_012508981.1,L304_S_6D_4_211,50.4,1.85e-42,98.0,133.0
WP_012508979.1,L304_S_6D_4_213,44.211,4.22e-107,99.0,315.0
WP_012506868.1,L304_S_6D_4_163,76.86,3.27e-67,98.0,195.0
WP_012506866.1,L304_S_6D_4_161,58.621,4.66e-62,100.0,184.0
WP_012508983.1,L304_S_6D_4_209,70.393,2.63e-179,100.0,496.0
WP_012508059.1,L304_S_6D_5_23,76.558,0.0,100.0,568.0
WP_012508058.1,L304_S_6D_5_22,89.668,0.0,100.0,515.0
WP_012508572.1,L304_S_6D_0_616,88.122,0.0,100.0,649.0
WP_012508060.1,L304_S_6D_5_24,68.478,3.07e-149,100.0,415.0
