WP_012508992.1,WP_131355557.1,77.477,2.68e-64,100.0,186.0
WP_012508987.1,WP_131355571.1,84.034,8.61e-75,100.0,214.0
WP_012508980.1,WP_131355812.1,54.183,2.83e-97,97.0,281.0
WP_012508980.1,WP_131355536.1,42.029,1.83e-45,80.0,155.0
WP_012508091.1,WP_131355209.1,77.387,7.45e-121,100.0,337.0
WP_012508989.1,WP_131355566.1,73.01,0.0,100.0,893.0
WP_012508062.1,WP_131357269.1,79.116,0.0,100.0,1113.0
WP_012508982.1,WP_131355586.1,82.0,0.0,100.0,976.0
WP_012508993.1,WP_131355809.1,56.954,0.0,98.0,517.0
WP_041526868.1,WP_131355574.1,83.333,1.1e-72,95.0,209.0
WP_012508991.1,WP_131355560.1,84.119,0.0,97.0,726.0
WP_012508990.1,WP_131355563.1,89.415,0.0,100.0,694.0
WP_012508985.1,WP_131355577.1,61.856,5.39e-44,100.0,134.0
WP_012508102.1,WP_131355651.1,82.438,0.0,100.0,857.0
WP_012508102.1,WP_131355221.1,39.139,2.7e-124,100.0,367.0
WP_012508979.1,WP_131355593.1,32.134,1.9e-43,100.0,151.0
WP_012508983.1,WP_131355583.1,68.278,2.71e-170,100.0,473.0
WP_012508092.1,WP_131355212.1,83.882,0.0,100.0,509.0
WP_012508090.1,WP_131355206.1,74.892,0.0,100.0,1472.0
WP_012508059.1,WP_131357279.1,63.69,6.26e-168,99.0,467.0
WP_012508058.1,WP_131357282.1,82.657,8.42e-176,100.0,482.0
WP_012508060.1,WP_131357276.1,62.455,8.23e-134,100.0,376.0
