WP_006367305.1,CA-L442_148240_19,69.048,1.02e-155,99.0,432.0
WP_006367307.1,CA-L442_148240_18,69.787,2.08e-126,99.0,353.0
WP_006367308.1,CA-L442_148240_17,92.833,0.0,100.0,571.0
WP_006367309.1,CA-L442_148240_16,83.639,0.0,100.0,1054.0
WP_006367320.1,CA-L442_148240_10,84.314,0.0,100.0,636.0
WP_006367320.1,CA-L442_310421_1,42.222,2.48e-44,61.0,150.0
WP_006367321.1,CA-L442_148240_9,86.071,2.84e-177,97.0,486.0
WP_006367322.1,CA-L442_148240_8,87.726,3.23e-176,100.0,483.0
WP_006367323.1,CA-L442_148240_7,82.301,0.0,100.0,575.0
WP_006367389.1,CA-L442_183135_6,56.41,2.99e-57,99.0,169.0
