WP_012508992.1,WP_011362966.1,83.784,4.95e-68,100.0,196.0
WP_012508987.1,WP_011362961.1,89.076,2.61e-78,100.0,223.0
WP_012508980.1,WP_011362954.1,58.527,2.15e-119,100.0,338.0
WP_012508980.1,WP_011362974.1,42.995,1.13e-48,80.0,164.0
WP_012508091.1,WP_011361984.1,79.397,2.99e-124,100.0,345.0
WP_012506892.1,WP_011362601.1,82.082,0.0,100.0,717.0
WP_012506891.1,WP_011362600.1,84.4,0.0,100.0,1360.0
WP_012508989.1,WP_011362963.1,77.202,0.0,100.0,967.0
WP_012508062.1,WP_011362056.1,84.756,0.0,100.0,1171.0
WP_012506894.1,WP_011362602.1,92.977,0.0,99.0,1299.0
WP_012508994.1,WP_041466583.1,74.324,5.1e-41,96.0,125.0
WP_012508982.1,WP_011362956.1,85.974,0.0,99.0,1015.0
WP_012508993.1,WP_011362967.1,58.009,0.0,100.0,540.0
WP_041526868.1,WP_011362960.1,85.124,2.81e-74,96.0,213.0
WP_012508991.1,WP_011362965.1,82.775,0.0,100.0,726.0
WP_012508990.1,WP_041466582.1,88.858,0.0,100.0,692.0
WP_012506895.1,WP_011362603.1,95.0,2.6e-101,100.0,282.0
WP_012508985.1,WP_011362959.1,59.794,4.13e-44,100.0,134.0
WP_012508102.1,WP_011361915.1,83.884,0.0,100.0,860.0
WP_012507595.1,WP_011362930.1,72.028,0.0,99.0,633.0
WP_012506869.1,WP_011363012.1,74.71,0.0,100.0,649.0
WP_012507601.1,WP_011362936.1,80.0,0.0,99.0,1004.0
WP_012507599.1,WP_011362934.1,74.035,1.59e-162,100.0,449.0
WP_012507598.1,WP_011362933.1,73.267,1.66e-53,100.0,159.0
WP_012507597.1,WP_011362932.1,70.588,1.14e-76,100.0,221.0
WP_012507596.1,WP_011362931.1,66.087,2.64e-57,100.0,169.0
WP_012506896.1,WP_011362604.1,84.615,0.0,100.0,739.0
WP_012508981.1,WP_011362955.1,60.317,1.77e-56,98.0,168.0
WP_012508979.1,WP_011362953.1,37.677,1.25e-49,99.0,166.0
WP_012506868.1,WP_011363013.1,60.163,2.7e-47,97.0,145.0
WP_012508983.1,WP_011362957.1,68.485,8.33e-175,99.0,484.0
WP_012508092.1,WP_011361983.1,77.303,1.49e-156,100.0,436.0
WP_012508090.1,WP_011361985.1,76.642,0.0,99.0,1465.0
WP_012508059.1,WP_011362059.1,77.448,0.0,100.0,574.0
WP_012508058.1,WP_011362060.1,87.454,0.0,100.0,506.0
WP_012508984.1,WP_011362958.1,54.412,4.99e-46,87.0,143.0
WP_012508060.1,WP_011362058.1,68.116,4.33e-148,100.0,412.0
WP_012506890.1,WP_011362599.1,78.626,0.0,100.0,661.0
