WP_012508992.1,WP_011356801.1,80.18,1.79e-65,100.0,189.0
WP_012508987.1,WP_011356806.1,84.874,3.31e-74,100.0,212.0
WP_012508980.1,WP_011356813.1,56.8,8.89e-104,97.0,298.0
WP_012508980.1,WP_011356794.1,42.029,8.83e-45,80.0,154.0
WP_012508091.1,WP_011358755.1,78.894,7.1e-124,100.0,344.0
WP_012508989.1,WP_011356804.1,75.26,0.0,100.0,911.0
WP_012508062.1,WP_011357843.1,82.622,0.0,100.0,1152.0
WP_012508982.1,WP_011356811.1,82.117,0.0,99.0,972.0
WP_012508993.1,WP_011356800.1,57.837,0.0,99.0,541.0
WP_041526868.1,WP_011356807.1,80.0,7.4e-70,95.0,202.0
WP_012508991.1,WP_011356802.1,82.254,0.0,100.0,729.0
WP_012508990.1,WP_011356803.1,90.529,0.0,100.0,701.0
WP_012508571.1,WP_011358178.1,88.986,0.0,100.0,1084.0
WP_012508102.1,WP_011356837.1,82.438,0.0,100.0,858.0
WP_012508102.1,WP_011358758.1,38.398,1.14e-123,100.0,365.0
WP_012508570.1,WP_011358179.1,79.736,2.55e-139,100.0,385.0
WP_012508569.1,WP_011358180.1,70.253,1.04e-83,81.0,241.0
WP_012508979.1,WP_011356814.1,34.271,3.96e-49,99.0,166.0
WP_012508983.1,WP_011356810.1,65.861,8.22e-166,100.0,461.0
WP_012508092.1,WP_011358756.1,80.921,0.0,100.0,501.0
WP_012508090.1,WP_011358754.1,75.754,0.0,100.0,1495.0
WP_012508059.1,WP_011357846.1,67.262,8.16e-180,99.0,497.0
WP_012508058.1,WP_049752421.1,85.609,0.0,100.0,496.0
WP_012508572.1,WP_011358177.1,82.873,0.0,100.0,594.0
WP_012508060.1,WP_011357845.1,63.406,1.19e-138,100.0,388.0
