WP_012508980.1,WP_012498677.1,39.904,6.84e-45,81.0,155.0
WP_012508091.1,WP_012500388.1,70.854,1.52e-107,100.0,303.0
WP_012508062.1,WP_012498691.1,37.339,7.6e-48,35.0,168.0
WP_012508571.1,WP_012501193.1,81.993,0.0,99.0,1001.0
WP_012508102.1,WP_012500903.1,76.86,0.0,100.0,814.0
WP_012508570.1,WP_012501194.1,73.451,1.43e-123,99.0,346.0
WP_012506869.1,WP_012499197.1,60.373,0.0,99.0,525.0
WP_012508569.1,WP_012499819.1,56.863,7.12e-64,79.0,191.0
WP_012508092.1,WP_012500387.1,76.316,7.19e-162,100.0,449.0
WP_012508090.1,WP_012500389.1,73.069,0.0,99.0,1451.0
WP_012508572.1,WP_012501192.1,78.83,0.0,99.0,582.0
