WP_006367305.1,CA-L227-2013_51985_4,67.797,7.22e-151,99.0,421.0
WP_006367307.1,CA-L227-2013_51985_3,76.471,2.51e-140,100.0,389.0
WP_006367308.1,CA-L227-2013_51985_2,93.857,0.0,100.0,578.0
WP_006367309.1,CA-L227-2013_51985_1,85.342,0.0,51.0,553.0
WP_006367309.1,CA-L227-2013_17756_1,81.91,3.68e-113,33.0,333.0
WP_006367320.1,CA-L227-2013_17756_3,86.555,0.0,100.0,642.0
WP_006367320.1,CA-L227-2013_7247_3,42.857,7.52e-47,59.0,157.0
WP_006367320.1,CA-L227-2013_12456_6,41.063,3.21e-45,57.0,152.0
WP_006367321.1,CA-L227-2013_17756_4,82.867,8.31e-174,99.0,478.0
WP_006367322.1,CA-L227-2013_17756_5,87.365,2.36e-175,100.0,481.0
WP_006367323.1,CA-L227-2013_17756_6,84.071,0.0,100.0,589.0
