WP_006365810.1,CA-L227-2013_159870_42,80.645,1.05e-90,100.0,257.0
WP_006367305.1,CA-L227-2013_103260_45,80.479,0.0,100.0,506.0
WP_006367307.1,CA-L227-2013_103260_47,77.215,6.99e-144,100.0,398.0
WP_006367308.1,CA-L227-2013_103260_48,93.515,0.0,100.0,575.0
WP_006367309.1,CA-L227-2013_103260_49,82.805,0.0,100.0,1038.0
WP_006367310.1,CA-L227-2013_103260_50,66.234,5.06e-72,97.0,209.0
WP_006367320.1,CA-L227-2013_103260_55,84.034,0.0,100.0,624.0
WP_006367320.1,CA-L227-2013_103260_8,38.696,8.64e-44,63.0,148.0
WP_006367321.1,CA-L227-2013_103260_56,86.014,1.98e-180,99.0,495.0
WP_006367322.1,CA-L227-2013_103260_57,87.004,6.36e-168,100.0,462.0
WP_006367323.1,CA-L227-2013_103260_58,83.186,0.0,100.0,586.0
WP_006367323.1,CA-L227-2013_103260_13,77.876,0.0,100.0,537.0
