WP_012508992.1,WP_012475252.1,72.973,3.46e-58,100.0,171.0
WP_012508987.1,WP_012475247.1,84.874,3.57e-74,100.0,212.0
WP_012508980.1,WP_012475240.1,61.776,1.44e-121,100.0,343.0
WP_012508091.1,WP_012475258.1,69.347,4.79e-107,100.0,302.0
WP_012506891.1,WP_012475230.1,80.933,0.0,100.0,1286.0
WP_012508989.1,WP_012475249.1,41.166,1.26e-158,99.0,462.0
WP_012506894.1,WP_012475231.1,92.249,0.0,100.0,1293.0
WP_012508982.1,WP_012475242.1,85.455,0.0,100.0,1004.0
WP_012508993.1,WP_012475253.1,62.851,0.0,100.0,590.0
WP_041526868.1,WP_012475246.1,82.5,6.06e-71,95.0,204.0
WP_012508991.1,WP_012475251.1,75.318,0.0,94.0,664.0
WP_012508990.1,WP_012475250.1,75.766,0.0,100.0,608.0
WP_012506895.1,WP_012475232.1,96.429,3.15e-103,100.0,287.0
WP_012508985.1,WP_012475245.1,69.072,7.92e-50,100.0,149.0
WP_012508571.1,WP_012474990.1,85.49,0.0,100.0,1020.0
WP_012508102.1,WP_012475782.1,42.71,6.71e-133,100.0,389.0
WP_012508570.1,WP_012474989.1,73.451,6.12e-129,99.0,360.0
WP_012506869.1,WP_012473490.1,69.767,0.0,100.0,616.0
WP_012506896.1,WP_012475233.1,83.127,0.0,100.0,718.0
WP_012508569.1,WP_012474988.1,58.065,9.19e-64,79.0,191.0
WP_012508979.1,WP_012475239.1,42.969,2.79e-104,99.0,308.0
WP_012508983.1,WP_012475243.1,67.372,2.83e-174,100.0,483.0
WP_012508092.1,WP_012475259.1,71.711,3.66e-157,100.0,437.0
WP_012508090.1,WP_012475257.1,68.099,0.0,99.0,1368.0
WP_012508572.1,WP_012474991.1,78.899,0.0,90.0,557.0
WP_012506890.1,WP_012475229.1,77.354,0.0,100.0,655.0
