WP_012508992.1,L227_S_6D_05964,82.883,1.12e-68,100.0,197.0
WP_012508987.1,L227_S_6D_05969,90.756,3.12e-79,100.0,225.0
WP_012508980.1,L227_S_6D_05976,62.016,3.5e-124,100.0,350.0
WP_012508980.1,L227_S_6D_05955,41.121,1.25e-47,83.0,162.0
WP_012508989.1,L227_S_6D_05967,81.142,0.0,100.0,1001.0
WP_012508062.1,L227_S_6D_08688,90.854,0.0,100.0,1216.0
WP_012508994.1,L227_S_6D_05961,84.615,3.56e-46,100.0,138.0
WP_012508982.1,L227_S_6D_05974,86.9,0.0,99.0,1010.0
WP_012508993.1,L227_S_6D_05962,70.667,0.0,99.0,664.0
WP_041526868.1,L227_S_6D_05970,88.596,6.77e-72,90.0,207.0
WP_012508991.1,L227_S_6D_05965,87.29,0.0,100.0,768.0
WP_012508990.1,L227_S_6D_05966,91.365,0.0,100.0,701.0
WP_012508985.1,L227_S_6D_05971,67.01,1.74e-47,100.0,143.0
WP_012508571.1,L227_S_6D_03487,93.007,0.0,100.0,1118.0
WP_012508102.1,L227_S_6D_06731,89.463,0.0,100.0,912.0
WP_012508570.1,L227_S_6D_03488,85.841,3.49e-149,99.0,410.0
WP_012506869.1,L227_S_6D_01761,84.186,0.0,100.0,738.0
WP_012506867.1,L227_S_6D_01763,67.647,1.33e-48,100.0,146.0
WP_012508569.1,L227_S_6D_03489,80.769,1.46e-93,80.0,266.0
WP_012508979.1,L227_S_6D_05977,46.234,1.69e-109,100.0,322.0
WP_012506868.1,L227_S_6D_01762,62.205,8.63e-52,100.0,156.0
WP_012506866.1,L227_S_6D_01764,60.0,2.53e-63,100.0,187.0
WP_012508983.1,L227_S_6D_05973,70.552,1.91e-178,98.0,493.0
WP_012508059.1,L227_S_6D_08691,80.119,0.0,100.0,590.0
WP_012508058.1,L227_S_6D_08692,90.037,0.0,100.0,512.0
WP_012508572.1,L227_S_6D_03486,91.436,0.0,100.0,640.0
WP_012508060.1,L227_S_6D_08690,78.261,2.84e-166,100.0,458.0
