WP_012508992.1,L227_S_6D_18_176,82.883,1.13e-68,100.0,197.0
WP_012508987.1,L227_S_6D_18_171,90.756,3.16e-79,100.0,225.0
WP_012508980.1,L227_S_6D_18_164,62.016,3.54e-124,100.0,350.0
WP_012508980.1,L227_S_6D_18_185,42.029,7.91e-47,80.0,159.0
WP_012508989.1,L227_S_6D_18_173,81.142,0.0,100.0,1001.0
WP_012508062.1,L227_S_6D_43_92,90.854,0.0,100.0,1216.0
WP_012508994.1,L227_S_6D_18_179,84.615,3.58e-46,100.0,138.0
WP_012508982.1,L227_S_6D_18_166,86.9,0.0,99.0,1010.0
WP_012508993.1,L227_S_6D_18_178,70.667,0.0,99.0,664.0
WP_041526868.1,L227_S_6D_18_170,88.596,6.84e-72,90.0,207.0
WP_012508991.1,L227_S_6D_18_175,87.29,0.0,100.0,768.0
WP_012508990.1,L227_S_6D_18_174,91.365,0.0,100.0,701.0
WP_012508985.1,L227_S_6D_18_169,67.01,1.76e-47,100.0,143.0
WP_012508571.1,L227_S_6D_6_281,93.007,0.0,100.0,1118.0
WP_012508102.1,L227_S_6D_23_94,89.463,0.0,100.0,912.0
WP_012508570.1,L227_S_6D_6_280,85.841,3.54e-149,99.0,410.0
WP_012506869.1,L227_S_6D_2_91,84.186,0.0,100.0,738.0
WP_012506867.1,L227_S_6D_2_93,67.647,1.34e-48,100.0,146.0
WP_012508569.1,L227_S_6D_6_279,80.769,1.48e-93,80.0,266.0
WP_012508979.1,L227_S_6D_18_163,46.234,1.7e-109,100.0,322.0
WP_012506868.1,L227_S_6D_2_92,62.205,8.72e-52,100.0,156.0
WP_012506866.1,L227_S_6D_2_94,60.0,2.56e-63,100.0,187.0
WP_012508983.1,L227_S_6D_18_167,70.552,1.94e-178,98.0,493.0
WP_012508059.1,L227_S_6D_43_95,80.119,0.0,100.0,590.0
WP_012508058.1,L227_S_6D_43_96,90.037,0.0,100.0,512.0
WP_012508572.1,L227_S_6D_6_282,91.436,0.0,100.0,640.0
WP_012508060.1,L227_S_6D_43_94,78.261,2.88e-166,100.0,458.0
