WP_012508980.1,WP_012508980.1,100,0,100,538
WP_012506892.1,WP_012506892.1,100,0,100,853
WP_012506891.1,WP_012506891.1,100,0,100,1555
WP_012508989.1,WP_012508989.1,100,0,100,1192
WP_012508062.1,WP_012508062.1,100,0,100,1362
WP_012506894.1,WP_012506894.1,100,0,100,1379
WP_012508982.1,WP_012508982.1,100,0,100,1152
WP_012508993.1,WP_012508993.1,100,0,100,937
WP_012508991.1,WP_012508991.1,100,0,100,872
WP_012508990.1,WP_012508990.1,100,0,100,753
WP_012508571.1,WP_012508571.1,100,0,100,1191
WP_012508102.1,WP_012508102.1,100,0,100,1005
WP_012507595.1,WP_012507595.1,100,0,100,877
WP_012506869.1,WP_012506869.1,100,0,100,881
WP_012507601.1,WP_012507601.1,100,0,100,1209
WP_012507599.1,WP_012507599.1,100,0,100,594
WP_012506896.1,WP_012506896.1,100,0,100,842
WP_012508979.1,WP_012508979.1,100,0,100,697
WP_012508983.1,WP_012508983.1,100,0,100,673
WP_012508092.1,WP_012508092.1,100,0,100,593
WP_012508090.1,WP_012508090.1,100,0,100,1923
WP_012508059.1,WP_012508059.1,100,0,100,704
WP_012508058.1,WP_012508058.1,100,0,100,561
WP_012508572.1,WP_012508572.1,100,0,100,754
WP_012508060.1,WP_012508060.1,100,0,100,575
WP_012506890.1,WP_012506890.1,100,0,100,811
WP_012508570.1,WP_012508570.1,100,6.73e-170,100,463
WP_012508091.1,WP_012508091.1,100,7.22e-152,100,415
WP_012508569.1,WP_012508569.1,100,5.38e-145,100,397
WP_012508984.1,WP_012508984.1,100,9.27e-115,100,318
WP_012507597.1,WP_012507597.1,100,1.33e-110,100,307
WP_012506866.1,WP_012506866.1,100,5.06e-107,100,297
WP_012506895.1,WP_012506895.1,100,2.59e-106,100,295
WP_012508981.1,WP_012508981.1,100,5.67e-96,100,268
WP_012506868.1,WP_012506868.1,100,3.5e-90,100,253
WP_041526868.1,WP_041526868.1,100,5.77e-90,100,253
WP_012508987.1,WP_012508987.1,100,3.78e-86,100,243
WP_012507596.1,WP_012507596.1,100,3.83e-85,100,240
WP_012508992.1,WP_012508992.1,100,7.71e-82,100,231
WP_012507598.1,WP_012507598.1,100,8.12e-72,100,205
WP_012506867.1,WP_012506867.1,100,8.64e-72,100,205
WP_012508985.1,WP_012508985.1,100,2.26e-71,100,203
WP_012507600.1,WP_012507600.1,100,6.16e-68,100,195
WP_012508994.1,WP_012508994.1,100,1.22e-54,100,160
