WP_006367305.1,WP_006367305.1,100,0,100,602
WP_006367307.1,WP_006367307.1,100,0,100,493
WP_006367308.1,WP_006367308.1,100,0,100,611
WP_006367309.1,WP_006367309.1,100,0,100,1232
WP_006367320.1,WP_006367320.1,100,0,100,732
WP_006367321.1,WP_006367321.1,100,0,100,572
WP_006367322.1,WP_006367322.1,100,0,100,555
WP_006367323.1,WP_006367323.1,100,0,100,690
WP_006367388.1,WP_006367388.1,100,0,100,839
WP_006365810.1,WP_006365810.1,100,4.43e-113,100,313
WP_006367310.1,WP_006367310.1,100,9.92e-113,100,312
WP_006367389.1,WP_006367389.1,100,3.03e-88,100,248
