WP_012508992.1,WP_011889299.1,79.279,1.63e-65,100.0,189.0
WP_012508987.1,WP_011889304.1,85.714,7.08e-75,100.0,214.0
WP_012508980.1,WP_011889311.1,54.651,7.55e-105,100.0,300.0
WP_012508980.1,WP_011889292.1,42.512,7.42e-46,80.0,156.0
WP_012508091.1,WP_011890919.1,78.392,5.02e-123,100.0,342.0
WP_012508989.1,WP_011889302.1,73.529,0.0,100.0,909.0
WP_012508062.1,WP_011890083.1,80.793,0.0,100.0,1149.0
WP_012508982.1,WP_011889309.1,80.51,0.0,99.0,958.0
WP_012508993.1,WP_011889298.1,61.136,0.0,96.0,556.0
WP_041526868.1,WP_011889305.1,77.5,9.49e-68,95.0,196.0
WP_012508991.1,WP_011889300.1,81.055,0.0,100.0,723.0
WP_012508990.1,WP_041469939.1,89.694,0.0,100.0,694.0
WP_012508985.1,WP_011889306.1,64.948,2.89e-44,100.0,135.0
WP_012508102.1,WP_011889385.1,81.612,0.0,100.0,846.0
WP_012508102.1,WP_041470237.1,38.604,8.3e-120,100.0,355.0
WP_012507595.1,WP_041469675.1,58.102,9.7e-172,99.0,484.0
WP_012506869.1,WP_011889271.1,72.622,0.0,100.0,644.0
WP_012507601.1,WP_011889396.1,74.872,0.0,99.0,950.0
WP_012507599.1,WP_011889398.1,66.667,2.29e-149,100.0,416.0
WP_012507598.1,WP_011889399.1,56.436,7.7e-42,100.0,129.0
WP_012507597.1,WP_011889400.1,64.706,4.31e-76,100.0,219.0
WP_012507596.1,WP_011889401.1,60.345,1.14e-51,100.0,155.0
WP_012508983.1,WP_011889308.1,66.465,2.12e-163,100.0,455.0
WP_012508092.1,WP_011890920.1,83.224,0.0,100.0,511.0
WP_012508090.1,WP_011890918.1,75.216,0.0,100.0,1489.0
WP_012508059.1,WP_011890080.1,66.964,8.31e-177,99.0,489.0
WP_012508058.1,WP_041470117.1,84.871,1.23e-177,100.0,486.0
WP_012508060.1,WP_011890081.1,61.232,4.72e-134,100.0,376.0
